attribute_id,product_id,attribute_name,attribute_value
5,44384,Collection,Karina
20,44384,Subcategory,Skort
7,44384,Gender,Girl
4,44384,Size,7-8 years
17,44384,Ship Date,01-01-2023
16,44384,NRF Color Code,332
19,44384,NRF Color Name,Light/Pastel Green
3,44384,Season,Spring 2023
8,44384,Classification,SEASONAL
24,44384,Price Method,Full Price
25,44384,NU Customer Groups,All
26,44384,Brand License,Posh Peanut
59,44384,Department,Apparel
60,44384,Prebook,TRUE
61,44384,Materials,Bamboo/Spandex(95/5)
6,44384,Launch Date,09-05-2022
5,44385,Collection,Karina
20,44385,Subcategory,Accessories
7,44385,Gender,Baby Girl
4,44385,Size,0-3 Months
17,44385,Ship Date,01-01-2023
16,44385,NRF Color Code,332
19,44385,NRF Color Name,Light/Pastel Green
3,44385,Season,Spring 2023
8,44385,Classification,SEASONAL
24,44385,Price Method,Full Price
25,44385,NU Customer Groups,All
26,44385,Brand License,Posh Peanut
59,44385,Department,Accessories
60,44385,Prebook,TRUE
61,44385,Materials,Bamboo/Spandex(95/5)
6,44385,Launch Date,09-05-2022
5,44387,Collection,Karina
20,44387,Subcategory,Bodysuit
7,44387,Gender,Baby Girl
4,44387,Size,0-3 Months
17,44387,Ship Date,01-01-2023
16,44387,NRF Color Code,332
19,44387,NRF Color Name,Light/Pastel Green
3,44387,Season,Spring 2023
8,44387,Classification,SEASONAL
24,44387,Price Method,Full Price
25,44387,NU Customer Groups,All
26,44387,Brand License,Posh Peanut
59,44387,Department,Apparel
60,44387,Prebook,TRUE
61,44387,Materials,Bamboo/Spandex(95/5)
6,44387,Launch Date,09-05-2022
5,44388,Collection,Karina
20,44388,Subcategory,Bodysuit
7,44388,Gender,Baby Girl
4,44388,Size,3-6 Months
17,44388,Ship Date,01-01-2023
16,44388,NRF Color Code,332
19,44388,NRF Color Name,Light/Pastel Green
3,44388,Season,Spring 2023
8,44388,Classification,SEASONAL
24,44388,Price Method,Full Price
25,44388,NU Customer Groups,All
26,44388,Brand License,Posh Peanut
59,44388,Department,Apparel
60,44388,Prebook,TRUE
61,44388,Materials,Bamboo/Spandex(95/5)
6,44388,Launch Date,09-05-2022
5,44389,Collection,Karina
20,44389,Subcategory,Bodysuit
7,44389,Gender,Baby Girl
4,44389,Size,6-12 Months
17,44389,Ship Date,01-01-2023
16,44389,NRF Color Code,332
19,44389,NRF Color Name,Light/Pastel Green
3,44389,Season,Spring 2023
8,44389,Classification,SEASONAL
24,44389,Price Method,Full Price
25,44389,NU Customer Groups,All
26,44389,Brand License,Posh Peanut
59,44389,Department,Apparel
60,44389,Prebook,TRUE
61,44389,Materials,Bamboo/Spandex(95/5)
6,44389,Launch Date,09-05-2022
26,45718,Brand License,Posh Peanut
59,45718,Department,Accessories
60,45718,Prebook,FALSE
5,45720,Collection,Kendall Turban
20,45720,Subcategory,Turban
7,45720,Gender,Baby Girl
4,45720,Size,One Size
17,45720,Ship Date,01-09-2022
16,45720,NRF Color Code,None
19,45720,NRF Color Name,None
3,45720,Season,Core
8,45720,Classification,CORE
24,45720,Price Method,Full Price
25,45720,NU Customer Groups,All
26,45720,Brand License,Posh Peanut
59,45720,Department,Accessories
5,13210,Collection,Redford
20,13210,Subcategory,Kid's Pajamas
7,13210,Gender,Boy
4,13210,Size,3 years
6,13210,Launch Date,09-03-2021
60,45720,Prebook,FALSE
20,32271,Subcategory,Romper
7,32271,Gender,Girl
4,32271,Size,2 years
17,32271,Ship Date,01-05-2022
16,32271,NRF Color Code,685
19,32271,NRF Color Name,Light/Pastel Pink
3,32271,Season,Summer 2022
8,32271,Classification,SEASONAL
24,32271,Price Method,Full Price
25,32271,NU Customer Groups,All
26,32271,Brand License,Posh Peanut
59,32271,Department,Apparel
60,32271,Prebook,FALSE
61,32271,Materials,Bamboo/Spandex(95/5)
6,32271,Launch Date,04-06-2022
5,33691,Collection,Liliana
5,49430,Collection,Celia
20,49430,Subcategory,Kid's Pajamas
7,49430,Gender,Girl
4,49430,Size,3-4 years
17,49430,Ship Date,01-07-2023
16,49430,NRF Color Code,841
19,49430,NRF Color Name,Open Orange
8,49430,Classification,SEASONAL
24,49430,Price Method,Full Price
25,49430,NU Customer Groups,All
26,49430,Brand License,Posh Peanut
59,49430,Department,Apparel
60,49430,Prebook,TRUE
5,44390,Collection,Karina
20,44390,Subcategory,Bodysuit
7,44390,Gender,Baby Girl
4,44390,Size,12-18 Months
17,44390,Ship Date,01-01-2023
16,44390,NRF Color Code,332
19,44390,NRF Color Name,Light/Pastel Green
3,44390,Season,Spring 2023
8,44390,Classification,SEASONAL
24,44390,Price Method,Full Price
25,44390,NU Customer Groups,All
26,44390,Brand License,Posh Peanut
59,44390,Department,Apparel
60,44390,Prebook,TRUE
61,44390,Materials,Bamboo/Spandex(95/5)
6,44390,Launch Date,09-05-2022
5,44391,Collection,Karina
20,44391,Subcategory,Bodysuit
7,44391,Gender,Baby Girl
4,44391,Size,18-24 Months
17,44391,Ship Date,01-01-2023
16,44391,NRF Color Code,332
19,44391,NRF Color Name,Light/Pastel Green
3,44391,Season,Spring 2023
8,44391,Classification,SEASONAL
24,44391,Price Method,Full Price
25,44391,NU Customer Groups,All
26,44391,Brand License,Posh Peanut
59,44391,Department,Apparel
60,44391,Prebook,TRUE
61,44391,Materials,Bamboo/Spandex(95/5)
6,44391,Launch Date,09-05-2022
5,44392,Collection,Karina
20,44392,Subcategory,Bodysuit
7,44392,Gender,Girl
20,33691,Subcategory,Dress
7,33691,Gender,Baby Girl
4,33691,Size,6-12 Months
17,33691,Ship Date,01-08-2022
16,33691,NRF Color Code,954
19,33691,NRF Color Name,Pink Overflow
3,33691,Season,Fall 2022
8,33691,Classification,SEASONAL
24,33691,Price Method,Full Price
5,19525,Collection,Aldona
20,19525,Subcategory,Kid's Pajamas
7,19525,Gender,Girl
4,19525,Size,10 years
17,13210,Ship Date,25-02-2021
16,13210,NRF Color Code,441
19,13210,NRF Color Name,Turquoise/Aqua
3,13210,Season,Spring 2021
8,13210,Classification,SEASONAL
24,13210,Price Method,Markdown
25,13210,NU Customer Groups,All
26,13210,Brand License,Posh Peanut
59,13210,Department,Apparel
60,13210,Prebook,FALSE
61,13210,Materials,Bamboo/Spandex(95/5)
5,13211,Collection,Redford
20,13211,Subcategory,Kid's Pajamas
7,13211,Gender,Boy
4,13211,Size,4 years
6,13211,Launch Date,09-03-2021
17,13211,Ship Date,25-02-2021
16,13211,NRF Color Code,441
19,13211,NRF Color Name,Turquoise/Aqua
3,13211,Season,Spring 2021
8,13211,Classification,SEASONAL
24,13211,Price Method,Markdown
25,13211,NU Customer Groups,All
26,13211,Brand License,Posh Peanut
59,13211,Department,Apparel
60,13211,Prebook,FALSE
61,13211,Materials,Bamboo/Spandex(95/5)
5,13212,Collection,Redford
6,19525,Launch Date,15-07-2021
16,19525,NRF Color Code,511
19,19525,NRF Color Name,Medium Purple
3,19525,Season,Holiday 2021
8,19525,Classification,SEASONAL
24,19525,Price Method,Full Price
25,19525,NU Customer Groups,All
26,19525,Brand License,Posh Peanut
59,19525,Department,Apparel
60,19525,Prebook,FALSE
61,19525,Materials,Bamboo/Spandex(95/5)
17,19525,Ship Date,01-07-2021
5,22313,Collection,Firemen
20,22313,Subcategory,Women's Pajamas
20,13212,Subcategory,Kid's Pajamas
25,33691,NU Customer Groups,All
26,33691,Brand License,Posh Peanut
59,33691,Department,Apparel
60,33691,Prebook,FALSE
61,33691,Materials,Bamboo/Spandex(95/5)
6,33691,Launch Date,05-08-2022
5,37362,Collection,Rainbow Butterfly
20,37362,Subcategory,One Piece
7,37362,Gender,Baby Girl
4,37362,Size,6-9 Months
6,37362,Launch Date,10-02-2022
17,37362,Ship Date,01-02-2022
19,37362,NRF Color Name,Open White
3,37362,Season,Spring 2022
4,44392,Size,2 years
17,44392,Ship Date,01-01-2023
7,13212,Gender,Boy
4,13212,Size,5 years
6,13212,Launch Date,09-03-2021
17,13212,Ship Date,25-02-2021
16,13212,NRF Color Code,441
19,13212,NRF Color Name,Turquoise/Aqua
3,13212,Season,Spring 2021
8,13212,Classification,SEASONAL
24,13212,Price Method,Markdown
25,13212,NU Customer Groups,All
16,44392,NRF Color Code,332
19,44392,NRF Color Name,Light/Pastel Green
3,44392,Season,Spring 2023
26,13212,Brand License,Posh Peanut
59,13212,Department,Apparel
60,13212,Prebook,FALSE
61,13212,Materials,Bamboo/Spandex(95/5)
7,22313,Gender,Women
4,22313,Size,3XL (20-22)
6,22313,Launch Date,26-08-2021
16,22313,NRF Color Code,51
3,22313,Season,Fall 2021
8,22313,Classification,SEASONAL
24,22313,Price Method,Full Price
25,22313,NU Customer Groups,All
26,22313,Brand License,Posh Peanut
59,22313,Department,Apparel
60,22313,Prebook,FALSE
61,22313,Materials,Bamboo/Spandex(95/5)
19,22313,NRF Color Name,Light/Pastel Grey
17,22313,Ship Date,25-06-2021
5,22314,Collection,Police
20,22314,Subcategory,Swaddle Sets
7,22314,Gender,Baby Boy
4,22314,Size,One Size
6,22314,Launch Date,26-08-2021
16,22314,NRF Color Code,454
19,22314,NRF Color Name,Light/Pastel Blue
3,22314,Season,Fall 2021
8,22314,Classification,SEASONAL
24,22314,Price Method,Full Price
5,13213,Collection,Redford
25,22314,NU Customer Groups,All
26,22314,Brand License,Posh Peanut
59,22314,Department,Home
60,22314,Prebook,FALSE
20,13213,Subcategory,Kid's Pajamas
7,13213,Gender,Boy
4,13213,Size,6 years
6,13213,Launch Date,09-03-2021
17,13213,Ship Date,25-02-2021
16,13213,NRF Color Code,441
19,13213,NRF Color Name,Turquoise/Aqua
3,13213,Season,Spring 2021
8,13213,Classification,SEASONAL
24,13213,Price Method,Markdown
25,13213,NU Customer Groups,All
26,13213,Brand License,Posh Peanut
59,13213,Department,Apparel
60,13213,Prebook,FALSE
61,13213,Materials,Bamboo/Spandex(95/5)
5,13214,Collection,Redford
20,13214,Subcategory,Kid's Pajamas
7,13214,Gender,Boy
4,13214,Size,7 years
6,13214,Launch Date,09-03-2021
17,13214,Ship Date,25-02-2021
16,13214,NRF Color Code,441
19,13214,NRF Color Name,Turquoise/Aqua
3,13214,Season,Spring 2021
8,13214,Classification,SEASONAL
24,13214,Price Method,Markdown
16,32920,NRF Color Code,496
19,32920,NRF Color Name,Open Blue
3,32920,Season,Fall 2022
8,32920,Classification,SEASONAL
24,32920,Price Method,Full Price
25,32920,NU Customer Groups,All
26,32920,Brand License,Posh Peanut
59,32920,Department,Home
60,32920,Prebook,TRUE
61,32920,Materials,Bamboo/Spandex(95/5)
5,32921,Collection,Everleigh
20,32921,Subcategory,Sleep Bag
7,32921,Gender,Baby Girl
4,32921,Size,0-6 Months
17,32921,Ship Date,01-08-2022
25,13214,NU Customer Groups,All
26,13214,Brand License,Posh Peanut
59,13214,Department,Apparel
60,13214,Prebook,FALSE
61,13214,Materials,Bamboo/Spandex(95/5)
5,13215,Collection,Redford
20,13215,Subcategory,Kid's Pajamas
7,13215,Gender,Boy
4,13215,Size,8 years
6,13215,Launch Date,09-03-2021
17,13215,Ship Date,25-02-2021
16,13215,NRF Color Code,441
19,13215,NRF Color Name,Turquoise/Aqua
3,13215,Season,Spring 2021
8,13215,Classification,SEASONAL
24,13215,Price Method,Markdown
25,13215,NU Customer Groups,All
26,13215,Brand License,Posh Peanut
16,32921,NRF Color Code,496
59,13215,Department,Apparel
60,13215,Prebook,FALSE
61,13215,Materials,Bamboo/Spandex(95/5)
5,13216,Collection,Redford
20,13216,Subcategory,Kid's Pajamas
7,13216,Gender,Boy
4,13216,Size,9 years
6,13216,Launch Date,09-03-2021
17,13216,Ship Date,25-02-2021
16,13216,NRF Color Code,441
19,13216,NRF Color Name,Turquoise/Aqua
3,13216,Season,Spring 2021
8,13216,Classification,SEASONAL
24,13216,Price Method,Markdown
25,13216,NU Customer Groups,All
26,13216,Brand License,Posh Peanut
59,13216,Department,Apparel
60,13216,Prebook,FALSE
61,13216,Materials,Bamboo/Spandex(95/5)
5,13217,Collection,Redford
20,13217,Subcategory,Kid's Pajamas
7,13217,Gender,Boy
8,44392,Classification,SEASONAL
19,32921,NRF Color Name,Open Blue
3,32921,Season,Fall 2022
8,32921,Classification,SEASONAL
24,32921,Price Method,Full Price
25,32921,NU Customer Groups,All
26,32921,Brand License,Posh Peanut
59,32921,Department,Home
60,32921,Prebook,TRUE
61,32921,Materials,Bamboo/Spandex(95/5)
5,32922,Collection,Everleigh
20,32922,Subcategory,Sleep Bag
7,32922,Gender,Baby Girl
24,44392,Price Method,Full Price
25,44392,NU Customer Groups,All
26,44392,Brand License,Posh Peanut
59,44392,Department,Apparel
60,44392,Prebook,TRUE
61,44392,Materials,Bamboo/Spandex(95/5)
6,44392,Launch Date,09-05-2022
5,44393,Collection,Karina
20,44393,Subcategory,Bodysuit
7,44393,Gender,Girl
4,44393,Size,3-4 years
17,44393,Ship Date,01-01-2023
16,44393,NRF Color Code,332
19,44393,NRF Color Name,Light/Pastel Green
3,44393,Season,Spring 2023
8,44393,Classification,SEASONAL
24,44393,Price Method,Full Price
25,44393,NU Customer Groups,All
26,44393,Brand License,Posh Peanut
59,44393,Department,Apparel
60,44393,Prebook,TRUE
61,44393,Materials,Bamboo/Spandex(95/5)
4,13217,Size,10 years
6,13217,Launch Date,09-03-2021
6,44393,Launch Date,09-05-2022
5,44394,Collection,Karina
20,44394,Subcategory,Bodysuit
7,44394,Gender,Girl
4,44394,Size,5-6 years
17,44394,Ship Date,01-01-2023
16,44394,NRF Color Code,332
19,44394,NRF Color Name,Light/Pastel Green
3,44394,Season,Spring 2023
8,44394,Classification,SEASONAL
24,44394,Price Method,Full Price
25,44394,NU Customer Groups,All
26,44394,Brand License,Posh Peanut
17,13217,Ship Date,25-02-2021
16,13217,NRF Color Code,441
19,13217,NRF Color Name,Turquoise/Aqua
3,13217,Season,Spring 2021
8,13217,Classification,SEASONAL
24,13217,Price Method,Markdown
25,13217,NU Customer Groups,All
26,13217,Brand License,Posh Peanut
59,13217,Department,Apparel
60,13217,Prebook,FALSE
61,13217,Materials,Bamboo/Spandex(95/5)
5,13218,Collection,Robins Egg
20,13218,Subcategory,Swaddle Sets
7,13218,Gender,Baby Boy
4,13218,Size,One Size
6,13218,Launch Date,25-02-2021
16,13218,NRF Color Code,455
19,13218,NRF Color Name,Light/Pastel Blue
3,13218,Season,Spring 2021
8,13218,Classification,SEASONAL
24,13218,Price Method,Full Price
25,13218,NU Customer Groups,All
26,13218,Brand License,Posh Peanut
59,13218,Department,Home
60,13218,Prebook,FALSE
61,13218,Materials,Bamboo/Spandex(95/5)
5,13219,Collection,Robins Egg
20,13219,Subcategory,Accessories
7,13219,Gender,Baby Girl
4,13219,Size,0-3 Months
6,13219,Launch Date,25-02-2021
17,13219,Ship Date,25-01-2021
16,13219,NRF Color Code,455
19,13219,NRF Color Name,Light/Pastel Blue
3,13219,Season,Spring 2021
8,13219,Classification,SEASONAL
24,13219,Price Method,Full Price
25,13219,NU Customer Groups,All
26,13219,Brand License,Posh Peanut
59,13219,Department,Accessories
60,13219,Prebook,FALSE
59,44394,Department,Apparel
61,13219,Materials,Bamboo/Spandex(95/5)
5,13220,Collection,Robins Egg
20,13220,Subcategory,Gown
7,13220,Gender,Baby Girl
4,13220,Size,0-3 Months
6,13220,Launch Date,25-02-2021
17,13220,Ship Date,25-01-2021
16,13220,NRF Color Code,455
19,13220,NRF Color Name,Light/Pastel Blue
3,13220,Season,Spring 2021
8,13220,Classification,SEASONAL
24,13220,Price Method,Full Price
25,13220,NU Customer Groups,All
26,13220,Brand License,Posh Peanut
59,13220,Department,Apparel
60,13220,Prebook,FALSE
61,13220,Materials,Bamboo/Spandex(95/5)
5,13221,Collection,Robins Egg
20,13221,Subcategory,One Piece
7,13221,Gender,Baby Boy
4,13221,Size,Newborn
6,13221,Launch Date,25-02-2021
16,13221,NRF Color Code,455
19,13221,NRF Color Name,Light/Pastel Blue
3,13221,Season,Spring 2021
8,13221,Classification,SEASONAL
24,13221,Price Method,Full Price
25,13221,NU Customer Groups,All
26,13221,Brand License,Posh Peanut
59,13221,Department,Apparel
60,13221,Prebook,FALSE
61,13221,Materials,Bamboo/Spandex(95/5)
5,13222,Collection,Robins Egg
20,13222,Subcategory,One Piece
7,13222,Gender,Baby Boy
4,13222,Size,0-3 Months
6,13222,Launch Date,25-02-2021
16,13222,NRF Color Code,455
19,13222,NRF Color Name,Light/Pastel Blue
3,13222,Season,Spring 2021
8,13222,Classification,SEASONAL
24,13222,Price Method,Full Price
61,22314,Materials,Bamboo/Spandex(95/5)
5,22315,Collection,Police
20,22315,Subcategory,patoo
7,22315,Gender,Baby Boy
4,22315,Size,One Size
6,22315,Launch Date,26-08-2021
16,22315,NRF Color Code,454
60,44394,Prebook,TRUE
61,44394,Materials,Bamboo/Spandex(95/5)
6,44394,Launch Date,09-05-2022
5,44395,Collection,Karina
20,44395,Subcategory,Bodysuit
7,44395,Gender,Girl
4,44395,Size,7-8 years
17,44395,Ship Date,01-01-2023
16,44395,NRF Color Code,332
19,44395,NRF Color Name,Light/Pastel Green
3,44395,Season,Spring 2023
8,44395,Classification,SEASONAL
24,44395,Price Method,Full Price
25,44395,NU Customer Groups,All
26,44395,Brand License,Posh Peanut
59,44395,Department,Apparel
60,44395,Prebook,TRUE
61,44395,Materials,Bamboo/Spandex(95/5)
6,44395,Launch Date,09-05-2022
5,44396,Collection,Karina
20,44396,Subcategory,Kimono Sets
7,44396,Gender,Baby Girl
4,44396,Size,0-3 Months
17,44396,Ship Date,01-01-2023
16,44396,NRF Color Code,332
4,32922,Size,6-18 Months
17,32922,Ship Date,01-08-2022
16,32922,NRF Color Code,496
19,32922,NRF Color Name,Open Blue
3,32922,Season,Fall 2022
8,32922,Classification,SEASONAL
24,32922,Price Method,Full Price
25,32922,NU Customer Groups,All
26,32922,Brand License,Posh Peanut
59,32922,Department,Home
60,32922,Prebook,TRUE
61,32922,Materials,Bamboo/Spandex(95/5)
5,32923,Collection,Everleigh
20,32923,Subcategory,Sleep Bag
7,32923,Gender,Baby Girl
4,32923,Size,18-36 Months
17,32923,Ship Date,01-08-2022
16,32923,NRF Color Code,496
19,32923,NRF Color Name,Open Blue
3,32923,Season,Fall 2022
19,44396,NRF Color Name,Light/Pastel Green
3,44396,Season,Spring 2023
8,44396,Classification,SEASONAL
24,44396,Price Method,Full Price
25,44396,NU Customer Groups,All
26,44396,Brand License,Posh Peanut
59,44396,Department,Apparel
8,32923,Classification,SEASONAL
24,32923,Price Method,Full Price
25,32923,NU Customer Groups,All
60,44396,Prebook,TRUE
61,44396,Materials,Bamboo/Spandex(95/5)
6,44396,Launch Date,09-05-2022
8,37362,Classification,SEASONAL
24,37362,Price Method,Full Price
25,37362,NU Customer Groups,All
26,37362,Brand License,Posh Peanut
59,37362,Department,Apparel
60,37362,Prebook,FALSE
26,32923,Brand License,Posh Peanut
59,32923,Department,Home
60,32923,Prebook,TRUE
61,37362,Materials,Bamboo/Spandex(95/5)
5,37365,Collection,Rainbow Butterfly
20,37365,Subcategory,One Piece
7,37365,Gender,Baby Girl
4,37365,Size,18-24 Months
25,13222,NU Customer Groups,All
26,13222,Brand License,Posh Peanut
59,13222,Department,Apparel
60,13222,Prebook,FALSE
61,13222,Materials,Bamboo/Spandex(95/5)
5,13223,Collection,Robins Egg
20,13223,Subcategory,One Piece
7,13223,Gender,Baby Boy
4,13223,Size,3-6 Months
6,13223,Launch Date,25-02-2021
16,13223,NRF Color Code,455
19,13223,NRF Color Name,Light/Pastel Blue
3,13223,Season,Spring 2021
8,13223,Classification,SEASONAL
24,13223,Price Method,Full Price
25,13223,NU Customer Groups,All
26,13223,Brand License,Posh Peanut
59,13223,Department,Apparel
60,13223,Prebook,FALSE
61,13223,Materials,Bamboo/Spandex(95/5)
5,13224,Collection,Robins Egg
20,13224,Subcategory,One Piece
6,37365,Launch Date,10-02-2022
17,37365,Ship Date,01-02-2022
16,37365,NRF Color Code,118
19,37365,NRF Color Name,Open White
3,37365,Season,Spring 2022
8,37365,Classification,SEASONAL
24,37365,Price Method,Full Price
25,37365,NU Customer Groups,All
26,37365,Brand License,Posh Peanut
59,37365,Department,Apparel
60,37365,Prebook,FALSE
61,37365,Materials,Bamboo/Spandex(95/5)
5,37372,Collection,Rainbow Butterfly
20,37372,Subcategory,Kid's Pajamas
7,37372,Gender,Baby Girl
4,37372,Size,6-12 Months
6,37372,Launch Date,10-02-2022
17,37372,Ship Date,01-02-2022
16,37372,NRF Color Code,118
19,37372,NRF Color Name,Open White
3,37372,Season,Spring 2022
8,37372,Classification,SEASONAL
24,37372,Price Method,Full Price
25,37372,NU Customer Groups,All
61,32923,Materials,Bamboo/Spandex(95/5)
5,32924,Collection,Everleigh
20,32924,Subcategory,Sleep Bag
7,32924,Gender,Baby Girl
26,37372,Brand License,Posh Peanut
4,32924,Size,0-6 Months
59,37372,Department,Apparel
17,32924,Ship Date,01-08-2022
16,32924,NRF Color Code,496
19,32924,NRF Color Name,Open Blue
3,32924,Season,Fall 2022
8,32924,Classification,SEASONAL
24,32924,Price Method,Full Price
25,32924,NU Customer Groups,All
26,32924,Brand License,Posh Peanut
59,32924,Department,Home
60,37372,Prebook,FALSE
60,32924,Prebook,TRUE
61,32924,Materials,Bamboo/Spandex(95/5)
5,32925,Collection,Everleigh
20,32925,Subcategory,Sleep Bag
7,32925,Gender,Baby Girl
4,32925,Size,6-18 Months
17,32925,Ship Date,01-08-2022
16,32925,NRF Color Code,496
19,32925,NRF Color Name,Open Blue
3,32925,Season,Fall 2022
61,37372,Materials,Bamboo/Spandex(95/5)
5,37776,Collection,Fallon
20,37776,Subcategory,Romper
7,37776,Gender,Baby Unisex
4,37776,Size,3-6 Months
6,37776,Launch Date,17-02-2022
17,37776,Ship Date,01-02-2022
16,37776,NRF Color Code,320
19,37776,NRF Color Name,Bright Green
3,37776,Season,Spring 2022
8,37776,Classification,SEASONAL
24,37776,Price Method,Full Price
19,22315,NRF Color Name,Light/Pastel Blue
3,22315,Season,Fall 2021
8,22315,Classification,SEASONAL
24,22315,Price Method,Full Price
25,22315,NU Customer Groups,All
26,22315,Brand License,Posh Peanut
59,22315,Department,Home
60,22315,Prebook,FALSE
61,22315,Materials,Bamboo/Spandex(95/5)
5,22316,Collection,Police
20,22316,Subcategory,Luxe Patoo
7,22316,Gender,Baby Boy
4,22316,Size,One Size
6,22316,Launch Date,26-08-2021
16,22316,NRF Color Code,454
19,22316,NRF Color Name,Light/Pastel Blue
3,22316,Season,Fall 2021
8,22316,Classification,SEASONAL
25,37776,NU Customer Groups,All
60,8286,Prebook,FALSE
61,8286,Materials,Bamboo/Spandex(95/5)
5,8287,Collection,Celine
20,8287,Subcategory,Long Sleeve Henley with Twirl Skirt Bodysuit
7,8287,Gender,Baby Girl
8,32925,Classification,SEASONAL
24,32925,Price Method,Full Price
4,8287,Size,0-3 Months
3,8287,Season,Fall 2020
8,8287,Classification,OBSOLETE
6,8287,Launch Date,20-08-2020
19,8287,NRF Color Name,Gray
16,8287,NRF Color Code,N/A
5,8288,Collection,Celine
20,8288,Subcategory,Long Sleeve Henley with Twirl Skirt Bodysuit
7,8288,Gender,Baby Girl
24,22316,Price Method,Full Price
25,22316,NU Customer Groups,All
26,22316,Brand License,Posh Peanut
59,22316,Department,Home
60,22316,Prebook,FALSE
61,22316,Materials,Bamboo/Spandex(95/5)
5,22317,Collection,Police
20,22317,Subcategory,Lovey
7,22317,Gender,Baby Boy
4,22317,Size,One Size
6,22317,Launch Date,26-08-2021
16,22317,NRF Color Code,454
19,22317,NRF Color Name,Light/Pastel Blue
3,22317,Season,Fall 2021
26,37776,Brand License,Posh Peanut
4,8288,Size,3-6 Months
3,8288,Season,Fall 2020
8,8288,Classification,OBSOLETE
6,8288,Launch Date,20-08-2020
25,32925,NU Customer Groups,All
26,32925,Brand License,Posh Peanut
59,37776,Department,Apparel
60,37776,Prebook,FALSE
61,37776,Materials,Bamboo/Spandex(95/5)
5,37974,Collection,Dawn
20,37974,Subcategory,Bodysuit
7,37974,Gender,Girl
4,37974,Size,6 years
6,37974,Launch Date,10-03-2022
17,37974,Ship Date,01-02-2022
16,37974,NRF Color Code,672
19,37974,NRF Color Name,Bright Pink
3,37974,Season,Spring 2022
8,37974,Classification,SEASONAL
24,37974,Price Method,Full Price
19,8288,NRF Color Name,Gray
16,8288,NRF Color Code,N/A
5,8289,Collection,Celine
20,8289,Subcategory,Bodysuit
7,8289,Gender,Baby Girl
4,8289,Size,6-12 Months
6,8289,Launch Date,20-08-2020
16,8289,NRF Color Code,N/A
19,8289,NRF Color Name,N/A
3,8289,Season,Fall 2020
8,8289,Classification,OBSOLETE
25,37974,NU Customer Groups,All
26,37974,Brand License,Posh Peanut
24,8289,Price Method,Markdown
8,22317,Classification,SEASONAL
25,8289,NU Customer Groups,All
26,8289,Brand License,Posh Peanut
59,8289,Department,Apparel
60,8289,Prebook,FALSE
61,8289,Materials,Bamboo/Spandex(95/5)
59,37974,Department,Apparel
59,32925,Department,Home
60,32925,Prebook,TRUE
61,32925,Materials,Bamboo/Spandex(95/5)
5,32926,Collection,Everleigh
20,32926,Subcategory,Sleep Bag
7,32926,Gender,Baby Girl
4,32926,Size,18-36 Months
17,32926,Ship Date,01-08-2022
16,32926,NRF Color Code,496
19,32926,NRF Color Name,Open Blue
3,32926,Season,Fall 2022
8,32926,Classification,SEASONAL
24,32926,Price Method,Full Price
25,32926,NU Customer Groups,All
26,32926,Brand License,Posh Peanut
60,37974,Prebook,FALSE
61,37974,Materials,Bamboo/Spandex(95/5)
5,38471,Collection,Totally Nineties
20,38471,Subcategory,Shorts Sets
7,38471,Gender,Girl
4,38471,Size,3 years
6,38471,Launch Date,24-03-2022
17,38471,Ship Date,01-03-2022
16,38471,NRF Color Code,691
19,38471,NRF Color Name,Open Pink
3,38471,Season,Spring 2022
8,38471,Classification,SEASONAL
24,38471,Price Method,Full Price
25,38471,NU Customer Groups,All
26,38471,Brand License,Posh Peanut
59,38471,Department,Apparel
60,38471,Prebook,FALSE
61,38471,Materials,Bamboo/Spandex(95/5)
5,38525,Collection,Future is Female
20,38525,Subcategory,Bloomer Sets
7,38525,Gender,Baby Girl
4,38525,Size,18-24 Months
6,38525,Launch Date,10-02-2022
17,38525,Ship Date,01-03-2022
16,38525,NRF Color Code,667
19,38525,NRF Color Name,Medium Pink
3,38525,Season,Spring 2022
8,38525,Classification,SEASONAL
24,38525,Price Method,Full Price
25,38525,NU Customer Groups,All
26,38525,Brand License,Posh Peanut
59,38525,Department,Apparel
60,38525,Prebook,FALSE
61,38525,Materials,Bamboo/Spandex(95/5)
5,38542,Collection,petra
20,38542,Subcategory,Swaddle Sets
7,38542,Gender,Baby Girl
4,38542,Size,One Size
59,32926,Department,Home
60,32926,Prebook,TRUE
6,38542,Launch Date,10-03-2022
17,38542,Ship Date,01-03-2022
16,38542,NRF Color Code,694
19,38542,NRF Color Name,Open Pink
3,38542,Season,Spring 2022
8,38542,Classification,SEASONAL
24,38542,Price Method,Full Price
25,38542,NU Customer Groups,All
26,38542,Brand License,Posh Peanut
59,38542,Department,Home
60,38542,Prebook,FALSE
61,38542,Materials,Bamboo/Spandex(95/5)
5,39112,Collection,Adana
20,39112,Subcategory,Kid's Pajamas
7,39112,Gender,Girl
4,39112,Size,10 years
6,39112,Launch Date,07-04-2022
17,39112,Ship Date,01-04-2022
16,39112,NRF Color Code,493
19,39112,NRF Color Name,Open Blue
3,39112,Season,Spring 2022
8,39112,Classification,SEASONAL
24,39112,Price Method,Full Price
25,39112,NU Customer Groups,All
26,39112,Brand License,Posh Peanut
59,39112,Department,Apparel
60,39112,Prebook,FALSE
61,39112,Materials,Bamboo/Spandex(95/5)
5,39160,Collection,Endra
20,39160,Subcategory,One Piece
